label,item,condition,red,green,blue,gr_ratio
orange_unripe,orange,unripe,143.1255,142.4661,119.2357,0.9953928475680935
orange_unripe,orange,unripe,80.6669,91.9213,55.842,1.139516937684268
orange_unripe,orange,unripe,145.3779,150.2621,104.9459,1.0335965711872535
orange_unripe,orange,unripe,127.0924,122.8946,51.8041,0.9669704800053309
orange_unripe,orange,unripe,167.915,168.7222,150.4728,1.0048071881320477
orange_unripe,orange,unripe,94.3282,103.1581,95.2419,1.0936082624961756
orange_unripe,orange,unripe,140.2577,144.4765,113.1378,1.0300789116741618
orange_unripe,orange,unripe,150.8518,149.8462,93.0709,0.9933338482316165
orange_unripe,orange,unripe,145.1319,144.4932,109.1607,0.9955991687864683
orange_unripe,orange,unripe,152.9052,148.9741,114.3389,0.9742905998338146
orange_unripe,orange,unripe,145.5177,152.3236,115.4524,1.0467702482462942
chili_ripe,chili,ripe,99.7613,65.8835,67.4725,0.6604113953966979
chili_ripe,chili,ripe,245.0621,213.4731,207.1602,0.8710979752842322
chili_ripe,chili,ripe,101.6685,21.6894,26.3108,0.21333451154158356
chili_ripe,chili,ripe,156.8781,57.641,47.4979,0.36742540630320353
chili_ripe,chili,ripe,47.2673,44.8994,52.3525,0.9499040361961857
chili_ripe,chili,ripe,56.207,51.4342,60.393,0.9150852933783106
chili_ripe,chili,ripe,92.437,49.2827,22.0001,0.5331490579189171
chili_ripe,chili,ripe,88.53,78.2108,52.319,0.8834383724902478
chili_ripe,chili,ripe,109.1435,96.6047,95.9351,0.8851163753671416
chili_ripe,chili,ripe,132.009,108.4587,80.0473,0.8216007937216342
chili_ripe,chili,ripe,39.3143,52.606,2.6666,1.3380881425311364
chili_ripe,chili,ripe,132.2506,46.9957,31.7466,0.3553533945754999
chili_ripe,chili,ripe,84.1043,51.5587,41.4567,0.6130328578558665
chili_ripe,chili,ripe,125.6535,59.0708,25.4002,0.4701086681221879
chili_ripe,chili,ripe,90.0798,83.2372,89.0551,0.9240384534153222
chili_ripe,chili,ripe,223.2397,184.5131,176.1524,0.8265245795146448
chili_ripe,chili,ripe,119.0132,49.1567,39.4059,0.41303569341017893
chili_ripe,chili,ripe,165.8807,76.4367,69.7978,0.460793205835319
chili_ripe,chili,ripe,113.9805,118.4995,134.7817,1.0396471235022908
chili_ripe,chili,ripe,174.7975,73.3138,61.1321,0.41942132799713194
chili_ripe,chili,ripe,54.6244,50.6182,59.5528,0.9266591316946432
chili_ripe,chili,ripe,143.9894,122.7547,105.5791,0.8525259439061075
chili_ripe,chili,ripe,180.2799,61.8412,58.4301,0.343028810516154
chili_ripe,chili,ripe,111.3883,98.1819,34.2581,0.8814381682686766
chili_ripe,chili,ripe,49.3249,46.302,53.8824,0.9387145044649964
chili_ripe,chili,ripe,197.0801,155.4479,153.2765,0.7887549235627803
chili_ripe,chili,ripe,55.2568,50.5946,59.7593,0.9156266574317251
chili_ripe,chili,ripe,97.9681,106.8932,76.6315,1.091102092506621
chili_ripe,chili,ripe,50.6389,43.5311,55.8316,0.8596375343927785
chili_ripe,chili,ripe,179.868,156.6278,150.2801,0.8707930211555529
chili_ripe,chili,ripe,14.5519,3.7951,13.1015,0.2607975411597427
chili_ripe,chili,ripe,140.6077,122.5117,99.1957,0.8713014943612514
chili_ripe,chili,ripe,165.9449,143.5192,146.1779,0.8648605599517639
chili_ripe,chili,ripe,109.1435,96.6047,95.9351,0.8851163753671416
chili_ripe,chili,ripe,222.4483,189.8847,188.3468,0.8536127232547396
chili_ripe,chili,ripe,130.2956,96.2543,37.1287,0.7387379102691272
chili_ripe,chili,ripe,132.6663,134.5345,97.624,1.014081940823842
chili_ripe,chili,ripe,182.0432,67.0469,38.6128,0.36830213724927846
chili_ripe,chili,ripe,97.306,112.7965,78.8908,1.1591936657637385
chili_ripe,chili,ripe,157.6987,21.4096,21.3061,0.1357626909051077
chili_ripe,chili,ripe,165.4133,152.8822,127.8239,0.9242436918661094
chili_ripe,chili,ripe,240.8509,202.3591,198.1961,0.840184110417756
chili_ripe,chili,ripe,146.1823,98.476,73.9653,0.6736520038769946
chili_ripe,chili,ripe,182.3115,69.6189,29.018,0.3818678449693637
chili_ripe,chili,ripe,90.853,81.8616,87.724,0.9010335277752686
chili_ripe,chili,ripe,65.2108,60.5464,68.1046,0.9284719566625166
chili_ripe,chili,ripe,230.0177,216.7949,218.4787,0.9425139850432642
chili_ripe,chili,ripe,82.5268,80.5969,43.5824,0.9766148575176204
chili_ripe,chili,ripe,125.8113,87.1999,59.8298,0.6931006937127214
chili_ripe,chili,ripe,170.0259,16.5514,1.0554,0.097346344896005
chili_ripe,chili,ripe,128.4927,127.7946,104.4863,0.9945669987900713
chili_ripe,chili,ripe,136.8086,47.7834,56.2276,0.3492718999443609
chili_ripe,chili,ripe,167.8024,145.4752,143.363,0.8669434950456996
chili_ripe,chili,ripe,191.0766,139.5545,123.6793,0.7303589202950077
chili_ripe,chili,ripe,124.2665,105.9873,107.467,0.8529032293264619
chili_ripe,chili,ripe,62.0542,37.142,22.1992,0.5985412655623429
chili_ripe,chili,ripe,97.9914,15.2585,5.9698,0.15571264258177103
chili_ripe,chili,ripe,92.8802,74.5732,30.0077,0.8028966259450709
chili_ripe,chili,ripe,87.8361,81.5604,88.2785,0.9285521450912307
chili_ripe,chili,ripe,91.6726,90.897,58.1882,0.9915394459027077
chili_ripe,chili,ripe,95.437,85.2807,89.4585,0.8935810964973637
chili_ripe,chili,ripe,191.924,37.0495,47.0189,0.1930425575069165
chili_ripe,chili,ripe,229.9684,99.9597,71.946,0.43466710889553906
chili_ripe,chili,ripe,81.5381,89.5877,32.9125,1.0987219336883993
chili_ripe,chili,ripe,94.3241,105.5355,61.9653,1.1188603854278982
chili_ripe,chili,ripe,115.7658,111.0591,67.9302,0.9593429064599138
chili_ripe,chili,ripe,131.2218,132.8751,165.0687,1.0125992707568463
chili_ripe,chili,ripe,123.3711,84.1244,42.7265,0.6818809212053639
chili_ripe,chili,ripe,151.5645,133.0757,105.1097,0.8780136451608811
chili_ripe,chili,ripe,49.4652,45.769,47.9644,0.9252767415217821
chili_ripe,chili,ripe,89.3996,85.2672,32.5899,0.9537760688663476
chili_ripe,chili,ripe,99.5252,46.0492,39.5273,0.4626888419949034
chili_ripe,chili,ripe,136.448,122.5701,96.4271,0.8982916503115351
chili_ripe,chili,ripe,91.2053,53.824,78.8396,0.5901411366429239
chili_ripe,chili,ripe,144.2417,143.6527,90.2454,0.9959165692312517
chili_ripe,chili,ripe,82.3776,93.1782,57.5866,1.1311108707814883
chili_ripe,chili,ripe,143.7963,131.5739,120.4585,0.9150019790842882
chili_ripe,chili,ripe,121.5295,49.9346,43.0179,0.41088459665443705
chili_ripe,chili,ripe,140.9462,135.6645,140.2249,0.9625268296518329
chili_ripe,chili,ripe,150.3859,131.8531,117.3954,0.876765036637311
chili_rotten,chili,rotten,173.0386,162.16,149.5005,0.9371319408667664
chili_rotten,chili,rotten,167.2665,167.4622,182.2143,1.0011699832233592
chili_rotten,chili,rotten,147.9324,142.7783,123.1756,0.9651590796528747
chili_rotten,chili,rotten,179.3453,171.9639,158.6378,0.9588425179871314
chili_rotten,chili,rotten,163.038,150.7803,144.3852,0.9248169081759043
chili_rotten,chili,rotten,165.641,144.8107,147.9976,0.874244294140676
chili_rotten,chili,rotten,159.9127,155.6056,125.387,0.9730659230125818
chili_rotten,chili,rotten,165.6287,142.477,144.6113,0.860219268398416
chili_rotten,chili,rotten,201.8347,176.9893,134.8928,0.8769022329812354
chili_rotten,chili,rotten,159.2352,144.5174,151.478,0.9075719381922344
chili_rotten,chili,rotten,175.4428,168.64,159.8455,0.9612249635708905
chili_rotten,chili,rotten,209.2486,186.548,184.9092,0.8915137262972669
chili_rotten,chili,rotten,175.4734,153.7588,135.6583,0.8762513242676593
chili_rotten,chili,rotten,172.6267,164.5087,158.2015,0.9529736654122818
chili_rotten,chili,rotten,157.0571,152.7656,157.9929,0.972675536650839
chili_rotten,chili,rotten,139.5174,133.0756,114.5814,0.9538279744761013
chili_rotten,chili,rotten,191.1196,183.406,183.0993,0.9596399272516272
chili_rotten,chili,rotten,165.744,161.8646,134.6138,0.976594018627558
chili_rotten,chili,rotten,162.1008,145.37,144.4007,0.8967876722583253
chili_rotten,chili,rotten,181.3898,164.9623,164.9304,0.9094353656631444
chili_rotten,chili,rotten,187.6926,182.7394,185.299,0.9736100359118578
chili_rotten,chili,rotten,182.7307,173.6242,159.4166,0.9501643623640452
chili_rotten,chili,rotten,168.5726,162.2809,152.0107,0.9626766095873434
chili_rotten,chili,rotten,171.6879,163.7319,155.942,0.9536600951280777
chili_rotten,chili,rotten,44.1169,170.5945,204.7729,3.8668740580849055
chili_rotten,chili,rotten,77.8069,146.009,171.9176,1.8765559111524053
chili_rotten,chili,rotten,159.7297,150.8716,121.8539,0.9445431817342473
chili_rotten,chili,rotten,155.1694,152.7311,175.5125,0.9842861995710095
chili_rotten,chili,rotten,164.4451,135.196,124.7972,0.8221345554100757
chili_rotten,chili,rotten,154.7246,144.6359,134.76,0.9347957536500611
chili_rotten,chili,rotten,161.7706,155.4999,157.7126,0.961237079164959
chili_rotten,chili,rotten,144.4093,136.0162,124.7003,0.9418797754585073
chili_rotten,chili,rotten,168.2897,135.0933,130.7062,0.802742527898365
chili_rotten,chili,rotten,165.9333,165.9161,190.8265,0.9998963378665021
chili_rotten,chili,rotten,153.9738,149.6377,122.8101,0.9718387091061029
chili_rotten,chili,rotten,189.2572,186.869,170.1194,0.9873811882064133
chili_rotten,chili,rotten,164.9287,170.1933,196.3718,1.0319204539178417
chili_rotten,chili,rotten,166.5773,164.7486,186.9955,0.9890219076127306
chili_rotten,chili,rotten,230.3407,222.6757,222.8674,0.9667232019060322
chili_rotten,chili,rotten,151.9108,147.9344,166.228,0.9738241061608254
chili_rotten,chili,rotten,156.8855,153.0753,160.1893,0.9757134918414162
chili_rotten,chili,rotten,234.6662,222.5369,225.3427,0.9483125352167779
chili_rotten,chili,rotten,167.8959,155.9533,142.9908,0.9288690139016557
chili_rotten,chili,rotten,242.6071,229.6513,229.7003,0.9465976018566744
chili_rotten,chili,rotten,215.9959,200.655,188.7718,0.9289759623725452
chili_rotten,chili,rotten,143.007,159.5844,206.1066,1.115920191907248
chili_rotten,chili,rotten,166.5976,142.1591,146.7887,0.8533082058006345
chili_rotten,chili,rotten,165.7785,149.4621,143.8707,0.9015770989508464
chili_rotten,chili,rotten,167.8214,163.0424,196.1803,0.9715232921932285
chili_rotten,chili,rotten,159.6348,150.2612,142.1161,0.9412809679262857
chili_rotten,chili,rotten,238.8178,235.2426,233.7628,0.9850295874719992
chili_rotten,chili,rotten,213.6003,204.8865,195.0498,0.95920510898531
chili_rotten,chili,rotten,155.6249,140.6197,132.5529,0.9035809764145649
chili_rotten,chili,rotten,151.1734,121.0709,120.8667,0.8008743548741092
chili_rotten,chili,rotten,161.4289,156.5338,129.8159,0.969676427395117
chili_rotten,chili,rotten,152.4841,146.4679,156.2092,0.9605453882696923
chili_rotten,chili,rotten,233.4214,217.8984,215.3661,0.9334979529147801
chili_rotten,chili,rotten,161.2817,158.788,174.805,0.984538227309495
chili_rotten,chili,rotten,213.0306,193.2886,191.0748,0.9073278631927627
chili_rotten,chili,rotten,163.3806,143.8472,146.7616,0.8804423482320278
chili_rotten,chili,rotten,166.2539,129.3595,117.7166,0.7780839981613424
chili_rotten,chili,rotten,234.7807,212.5547,209.6569,0.9053329302394407
chili_rotten,chili,rotten,206.003,197.936,201.8913,0.9608403714468219
chili_rotten,chili,rotten,148.9596,144.1126,123.2376,0.9674609695013885
chili_rotten,chili,rotten,179.1028,175.2628,160.0304,0.978559793713109
chili_rotten,chili,rotten,168.7915,165.9052,194.7939,0.9829001994596872
chili_rotten,chili,rotten,193.3304,171.2773,140.6565,0.8859305060873484
chili_rotten,chili,rotten,155.5261,150.538,159.5958,0.9679275634898094
chili_rotten,chili,rotten,226.3576,217.1297,212.6886,0.9592330853515276
chili_rotten,chili,rotten,154.753,156.2218,182.1424,1.0094912472812079
chili_rotten,chili,rotten,167.5804,162.3376,139.2157,0.9687147126470954
chili_rotten,chili,rotten,166.6035,159.5879,147.2203,0.9578904347274191
chili_rotten,chili,rotten,190.1806,183.1297,179.5273,0.9629252354713087
chili_rotten,chili,rotten,157.0804,152.7621,123.9222,0.9725089764699545
chili_rotten,chili,rotten,224.7508,215.5968,212.0618,0.9592704410428331
chili_rotten,chili,rotten,174.9103,156.6931,144.1091,0.895848323993222
chili_rotten,chili,rotten,141.8875,161.1588,207.8494,1.1358209769301668
chili_rotten,chili,rotten,162.8197,167.0337,192.9482,1.0258813827449542
chili_rotten,chili,rotten,166.2084,159.3649,163.2121,0.9588257816161772
chili_rotten,chili,rotten,159.7829,155.8007,184.9767,0.9750774270896483
chili_unripe,chili,unripe,181.7691,177.5475,176.5941,0.9767749250187467
chili_unripe,chili,unripe,22.5172,24.2474,17.8499,1.0768389907786495
chili_unripe,chili,unripe,22.0055,23.0026,19.0308,1.0453113519205948
chili_unripe,chili,unripe,44.1203,43.9304,34.5112,0.9956958362546077
chili_unripe,chili,unripe,54.2952,50.3181,46.2048,0.9267504139085884
chili_unripe,chili,unripe,125.3483,101.1705,69.2746,0.8071150481728508
chili_unripe,chili,unripe,207.7674,214.0976,183.1901,1.0304677200057963
chili_unripe,chili,unripe,35.0108,31.2168,22.6974,0.8916334133572094
chili_unripe,chili,unripe,194.8097,127.6312,94.3775,0.6551583383416826
chili_unripe,chili,unripe,179.2107,177.3249,171.9558,0.9894771852937511
chili_unripe,chili,unripe,48.3048,45.4131,35.9961,0.9401363644992555
chili_unripe,chili,unripe,165.4922,162.6415,160.7765,0.9827744088073371
chili_unripe,chili,unripe,141.7153,119.891,90.0625,0.8459989793198125
chili_unripe,chili,unripe,140.6125,117.4333,86.4026,0.8351554745477431
chili_unripe,chili,unripe,142.7009,123.4113,94.7584,0.8648249529973185
chili_unripe,chili,unripe,132.3198,121.35,109.1861,0.9170963006511778
chili_unripe,chili,unripe,34.0349,36.3122,34.3568,1.0669106985209094
chili_unripe,chili,unripe,48.179,49.0744,36.61,1.0185848394822465
chili_unripe,chili,unripe,143.2133,122.1302,92.6928,0.8527853149617716
chili_unripe,chili,unripe,37.98,38.725,31.8373,1.0196155603050143
chili_unripe,chili,unripe,181.8894,178.7557,179.8287,0.9827713930401035
chili_unripe,chili,unripe,118.9982,112.9377,104.1883,0.9490706502361327
chili_unripe,chili,unripe,142.7442,120.523,89.0841,0.8443285202177845
chili_unripe,chili,unripe,138.6748,116.1809,86.9109,0.8377938829708506
chili_unripe,chili,unripe,52.6071,52.6871,45.1502,1.0015206882432088
chili_unripe,chili,unripe,88.9385,144.3423,73.2608,1.6229450505355378
chili_unripe,chili,unripe,44.7838,98.9384,7.2305,2.209245258123579
chili_unripe,chili,unripe,75.3529,78.3652,72.5975,1.0399758862634898
chili_unripe,chili,unripe,54.1064,49.7918,44.0428,0.9202571059937992
chili_unripe,chili,unripe,51.5106,48.9631,47.2418,0.9505441413894589
chili_unripe,chili,unripe,178.1286,177.6694,160.3518,0.9974220815892446
chili_unripe,chili,unripe,115.8042,127.4396,96.5434,1.1004747573881193
chili_unripe,chili,unripe,122.6447,86.2177,31.7893,0.7029875673144655
chili_unripe,chili,unripe,174.4818,170.9513,169.6854,0.9797657923074741
chili_unripe,chili,unripe,181.1676,180.7298,174.7969,0.9975834476055132
chili_unripe,chili,unripe,141.5221,122.836,92.5258,0.8679633720248402
chili_unripe,chili,unripe,44.1151,44.0531,34.5728,0.9985945628912876
chili_unripe,chili,unripe,37.903,40.4986,33.941,1.068480039350974
chili_unripe,chili,unripe,39.1227,38.4087,33.2453,0.9817497007683597
chili_unripe,chili,unripe,137.9842,115.224,87.3262,0.8350521231050214
chili_unripe,chili,unripe,169.6195,191.5484,28.6351,1.1292828882924257
chili_unripe,chili,unripe,53.2171,48.9211,44.0582,0.919274050647742
chili_unripe,chili,unripe,51.7028,49.2268,40.1738,0.9521108924060032
chili_unripe,chili,unripe,165.4794,164.0635,153.5965,0.9914436419793422
chili_unripe,chili,unripe,123.5126,116.072,107.9388,0.9397583652213752
chili_unripe,chili,unripe,76.1909,68.9896,55.8244,0.9054834513638315
chili_unripe,chili,unripe,148.5106,131.5616,114.5477,0.8858734603060423
chili_unripe,chili,unripe,48.7453,83.3389,21.5844,1.7096806931195276
chili_unripe,chili,unripe,138.3471,116.3905,87.3036,0.8412933784568424
chili_unripe,chili,unripe,90.0467,88.1246,91.4995,0.978654398454864
chili_unripe,chili,unripe,56.7928,88.4264,23.9222,1.5570001557063544
chili_unripe,chili,unripe,124.5904,116.1245,107.3324,0.9320501344240797
chili_unripe,chili,unripe,66.5194,63.7526,58.4233,0.9584061047092111
chili_unripe,chili,unripe,154.2286,157.8888,123.5223,1.023732297228061
chili_unripe,chili,unripe,36.1403,36.213,36.9443,1.0020115770480162
chili_unripe,chili,unripe,120.0921,112.0017,103.9174,0.9326316974003145
chili_unripe,chili,unripe,61.1331,56.6753,53.2107,0.9270804044440671
chili_unripe,chili,unripe,28.9955,28.5665,26.6365,0.9852045667360602
chili_unripe,chili,unripe,32.4258,29.2686,21.9193,0.9026330606297127
chili_unripe,chili,unripe,132.8547,111.5494,82.4936,0.8396345719072448
chili_unripe,chili,unripe,39.1641,38.5205,30.3513,0.9835665575471783
chili_unripe,chili,unripe,144.0227,122.7909,92.4952,0.8525801776207489
chili_unripe,chili,unripe,37.0085,39.6558,33.1554,1.0715321866184206
chili_unripe,chili,unripe,142.4581,124.8745,98.1093,0.8765700168921948
chili_unripe,chili,unripe,60.9247,62.7586,55.3433,1.0301010750959616
chili_unripe,chili,unripe,139.5247,115.1263,85.7741,0.8251320316393296
chili_unripe,chili,unripe,139.7431,117.6297,86.7894,0.8417567605001123
chili_unripe,chili,unripe,145.9027,121.9959,91.0258,0.8361455899298259
chili_unripe,chili,unripe,173.7126,168.838,171.0598,0.9719387023627606
chili_unripe,chili,unripe,142.1166,119.1818,85.9453,0.8386198316127754
chili_unripe,chili,unripe,146.5548,125.8699,94.2291,0.8588589329120647
chili_unripe,chili,unripe,135.0045,112.4189,77.9294,0.8327048295967554
chili_unripe,chili,unripe,179.1706,174.934,176.0483,0.9763543741196693
chili_unripe,chili,unripe,156.439,158.6931,142.6158,1.014408804617718
chili_unripe,chili,unripe,230.271,233.8168,185.4395,1.015398374022789
chili_unripe,chili,unripe,38.7727,36.5659,30.5427,0.943083640213768
chili_unripe,chili,unripe,26.3235,26.8449,21.5665,1.0198073576915168
chili_unripe,chili,unripe,171.2636,172.5906,150.2288,1.007748283886662
chili_unripe,chili,unripe,26.662,26.5754,22.0266,0.9967518942032895
chili_unripe,chili,unripe,140.3812,128.8375,114.7397,0.9177688969907017
paprika_ripe,paprika,ripe,116.438,62.5877,68.1708,0.5375195336787
paprika_ripe,paprika,ripe,212.9497,116.2411,93.9646,0.54586176667137
paprika_ripe,paprika,ripe,175.216,89.8108,35.1222,0.512571908315611
paprika_ripe,paprika,ripe,242.7128,185.3565,181.5058,0.7636865432573539
paprika_ripe,paprika,ripe,156.8341,85.3256,76.3737,0.5440500468708651
paprika_ripe,paprika,ripe,226.5632,175.5375,182.54,0.7747838096620112
paprika_ripe,paprika,ripe,55.1682,17.9654,25.6736,0.3256477404438111
paprika_ripe,paprika,ripe,90.7246,67.7477,19.1525,0.7467401261979648
paprika_ripe,paprika,ripe,180.133,107.457,98.1428,0.5965425513562614
paprika_ripe,paprika,ripe,67.292,34.0845,30.2667,0.5065163688623259
paprika_ripe,paprika,ripe,149.7736,45.608,47.5551,0.3045129428383043
paprika_ripe,paprika,ripe,242.0482,213.3119,209.201,0.8812786011989405
paprika_ripe,paprika,ripe,132.0547,107.3478,107.4323,0.8129040404248843
paprika_ripe,paprika,ripe,237.1222,164.1326,158.823,0.6921857139812901
paprika_ripe,paprika,ripe,245.0993,191.7794,191.9049,0.7824559238543076
paprika_ripe,paprika,ripe,226.8472,153.4178,155.4438,0.6763045756072609
paprika_ripe,paprika,ripe,149.028,97.5693,90.0868,0.6547044806700454
paprika_ripe,paprika,ripe,152.4831,81.2141,61.7331,0.5326104956378084
paprika_ripe,paprika,ripe,111.5337,69.3002,68.5758,0.6213386570934287
paprika_ripe,paprika,ripe,205.321,169.4865,167.2256,0.8254708440662629
paprika_ripe,paprika,ripe,237.546,161.911,160.4497,0.6815985085768714
paprika_ripe,paprika,ripe,137.6066,44.8463,32.2978,0.3259022435994913
paprika_ripe,paprika,ripe,152.9954,43.1448,31.8382,0.28200063347002174
paprika_ripe,paprika,ripe,114.188,103.9675,67.5782,0.9104940894796818
paprika_ripe,paprika,ripe,232.448,196.245,188.6703,0.8442533347490478
paprika_ripe,paprika,ripe,210.4733,134.1161,124.2025,0.6372119378694973
paprika_ripe,paprika,ripe,239.7984,224.9583,224.5739,0.9381142620713306
paprika_ripe,paprika,ripe,212.7913,152.1985,153.2401,0.7152477534784187
paprika_ripe,paprika,ripe,239.3843,188.1522,174.3174,0.7859838728522135
paprika_ripe,paprika,ripe,91.7363,55.5611,57.8098,0.6056610021805872
paprika_ripe,paprika,ripe,150.3881,88.1552,68.1286,0.5861846742781863
paprika_ripe,paprika,ripe,46.7056,5.5015,1.7651,0.11779101183175013
paprika_ripe,paprika,ripe,241.7684,71.0975,18.3933,0.29407275601744165
paprika_ripe,paprika,ripe,152.8364,64.6018,46.7183,0.4226859542446305
paprika_ripe,paprika,ripe,91.3684,41.1044,17.5779,0.44987544435630433
paprika_ripe,paprika,ripe,239.7123,171.2793,166.675,0.714520278206332
paprika_ripe,paprika,ripe,21.5784,5.6842,5.2801,0.2634208160280273
paprika_ripe,paprika,ripe,227.8519,152.5385,152.9902,0.6694633633976133
paprika_ripe,paprika,ripe,58.5049,17.4763,7.1877,0.2987151452491134
paprika_ripe,paprika,ripe,87.3261,17.0747,14.8891,0.1955280243188689
paprika_ripe,paprika,ripe,207.2615,174.1969,169.8611,0.840469161708908
paprika_ripe,paprika,ripe,231.1342,187.4717,185.9073,0.8110945900213185
paprika_ripe,paprika,ripe,156.0853,64.6259,33.0298,0.41404219094275896
paprika_ripe,paprika,ripe,245.6832,180.7435,175.1054,0.73567708033892
paprika_ripe,paprika,ripe,40.3964,18.5916,19.5998,0.46022911793553095
paprika_ripe,paprika,ripe,113.1149,48.9239,53.6544,0.43251507597571076
paprika_ripe,paprika,ripe,229.1831,170.6484,166.0769,0.7445941662164699
paprika_ripe,paprika,ripe,169.2942,102.0505,72.5909,0.6027997379544029
paprika_ripe,paprika,ripe,155.1661,45.1253,47.3435,0.29081932012972345
paprika_ripe,paprika,ripe,209.3004,196.7857,196.3538,0.9402069898566511
paprika_ripe,paprika,ripe,237.3326,171.2848,170.1749,0.7217078449327743
paprika_ripe,paprika,ripe,214.1207,142.1503,142.6265,0.6638792948842438
paprika_ripe,paprika,ripe,160.5853,64.1229,47.9286,0.3993074060993914
paprika_ripe,paprika,ripe,232.3212,161.2081,157.5867,0.6939018019280987
paprika_ripe,paprika,ripe,187.1215,54.3967,38.1833,0.290702563357484
paprika_ripe,paprika,ripe,144.7365,39.9068,17.4343,0.2757203588885985
paprika_ripe,paprika,ripe,228.7625,176.8393,175.9099,0.7730257329194002
paprika_ripe,paprika,ripe,136.3685,63.1908,48.6955,0.46338266928665583
paprika_ripe,paprika,ripe,239.751,169.076,170.1094,0.7052149909480461
paprika_ripe,paprika,ripe,126.5619,84.7745,51.8141,0.6698263800572971
paprika_ripe,paprika,ripe,123.4425,72.0922,41.4774,0.5840144149380124
paprika_ripe,paprika,ripe,62.4457,15.904,15.4917,0.2546852664845575
paprika_ripe,paprika,ripe,145.1956,60.0652,44.8396,0.41368470935975526
paprika_ripe,paprika,ripe,74.6434,19.3277,17.9347,0.2589338071559735
paprika_ripe,paprika,ripe,135.6798,94.6361,73.4457,0.697495863809529
paprika_ripe,paprika,ripe,179.3959,129.6788,118.6157,0.7228637849423326
paprika_ripe,paprika,ripe,222.8747,171.7337,171.6748,0.7705392277789304
paprika_ripe,paprika,ripe,207.4756,165.1636,167.6709,0.7960627620979877
paprika_ripe,paprika,ripe,228.7665,209.141,205.8131,0.9142116484965602
paprika_ripe,paprika,ripe,194.5817,126.4638,118.8777,0.6499264799828223
paprika_ripe,paprika,ripe,184.7097,153.9848,150.1822,0.8336584335654358
paprika_ripe,paprika,ripe,218.2123,147.0607,146.2815,0.6739340510414213
paprika_ripe,paprika,ripe,197.2129,148.0487,146.6605,0.7507049450076291
paprika_ripe,paprika,ripe,124.9931,110.6251,81.4691,0.8850496476601537
paprika_ripe,paprika,ripe,150.4572,104.3428,69.7528,0.6935048592323607
paprika_ripe,paprika,ripe,154.6046,50.2357,34.099,0.32493017462009427
paprika_ripe,paprika,ripe,137.6407,104.7006,75.0853,0.7606805199284766
paprika_ripe,paprika,ripe,33.5396,6.0946,3.9402,0.1817135510944212
paprika_ripe,paprika,ripe,154.6046,50.2357,34.099,0.32493017462009427
paprika_ripe,paprika,ripe,233.1349,184.2167,182.3643,0.7901721244216455
paprika_rotten,paprika,rotten,156.9624,153.2518,121.0041,0.9763599373075339
paprika_rotten,paprika,rotten,146.4953,152.0466,109.0174,1.0378940413931776
paprika_rotten,paprika,rotten,173.2236,161.8365,143.5718,0.9342635707013157
paprika_rotten,paprika,rotten,151.8765,154.3391,125.8778,1.0162144833715916
paprika_rotten,paprika,rotten,158.8862,160.902,147.7301,1.0126870614774155
paprika_rotten,paprika,rotten,184.7051,181.4093,180.2362,0.9821564159183672
paprika_rotten,paprika,rotten,159.2864,157.5086,171.6286,0.988838965606361
paprika_rotten,paprika,rotten,70.0133,74.9538,86.3759,1.07056514875652
paprika_rotten,paprika,rotten,182.998,182.8197,169.5381,0.9990256669525042
paprika_rotten,paprika,rotten,176.2994,173.8443,164.2318,0.9860742521751393
paprika_rotten,paprika,rotten,151.4023,141.5531,104.7586,0.9349468209205091
paprika_rotten,paprika,rotten,179.5169,173.4234,159.6087,0.9660561152400909
paprika_rotten,paprika,rotten,155.1734,150.0666,139.1797,0.967089714041906
paprika_rotten,paprika,rotten,173.4483,172.9567,158.2156,0.9971657202914892
paprika_rotten,paprika,rotten,69.8766,76.4069,86.6474,1.0934547317205656
paprika_rotten,paprika,rotten,185.4125,170.6598,160.9017,0.9204330834197636
paprika_rotten,paprika,rotten,103.0725,138.6454,81.8377,1.3451250203000313
paprika_rotten,paprika,rotten,183.9245,183.7154,166.6626,0.9988631150343585
paprika_rotten,paprika,rotten,164.6191,165.1224,142.5146,1.0030573548084192
paprika_rotten,paprika,rotten,161.2205,157.8482,144.0326,0.9790826788213491
paprika_rotten,paprika,rotten,171.293,169.8419,158.3539,0.9915285447068558
paprika_rotten,paprika,rotten,150.1652,151.3437,129.2049,1.0078480166653259
paprika_rotten,paprika,rotten,153.8598,153.6697,138.7447,0.998764453101041
paprika_rotten,paprika,rotten,180.3834,178.8557,166.3879,0.9915308116404792
paprika_rotten,paprika,rotten,108.6526,111.3083,108.4158,1.0244421116066977
paprika_rotten,paprika,rotten,149.9319,155.0755,106.9384,1.0343062348018919
paprika_rotten,paprika,rotten,151.8765,154.3391,125.8778,1.0162144833715916
paprika_rotten,paprika,rotten,168.7138,162.7471,169.8155,0.9646341854392813
paprika_rotten,paprika,rotten,184.7051,181.4093,180.2362,0.9821564159183672
paprika_rotten,paprika,rotten,172.2327,171.8196,158.8271,0.9976014949681362
paprika_rotten,paprika,rotten,154.4977,156.887,127.4326,1.0154649485690406
paprika_rotten,paprika,rotten,153.987,140.9353,127.0306,0.915241540420675
paprika_rotten,paprika,rotten,182.203,177.7294,159.6054,0.9754471607193781
paprika_rotten,paprika,rotten,174.4004,172.0123,176.3248,0.986306791806058
