condition,gr_ratio,hue_mean,sat_mean,lbp_std
rotten,0.8174167516813797,71.4165,95.5596,0.03364496990299744
rotten,0.9688927671986113,24.9164,29.5126,0.03466710255789541
rotten,0.9970639724163285,10.4203,6.3974,0.23654542056190656
rotten,0.9292750893826015,61.7765,81.3442,0.034627907816675574
rotten,0.9657538283995126,63.4271,49.5663,0.03276360785666483
rotten,0.9842231353980552,71.1266,20.5429,0.04236958814575571
rotten,0.9130704545186573,22.7189,53.0833,0.04832421752633925
rotten,0.9689726572044517,25.9329,28.1679,0.03669667559508178
rotten,1.0085979712153605,86.2833,41.5638,0.0361035732267501
rotten,0.9738275488570568,4.5117,23.7455,0.19175569350777036
rotten,0.9703603673329416,6.3815,28.3527,0.20218272426650213
rotten,1.018379668286362,80.5578,57.1615,0.037294449985511575
rotten,0.9592779361694944,6.4377,42.9371,0.1856636582455107
rotten,0.6555939139209377,131.8142,115.0748,0.03739521359372506
rotten,0.9731976371975595,35.2039,32.4319,0.03329147037573341
rotten,0.9544144994707744,20.5845,35.6564,0.03345450641955668
rotten,0.9682573125607826,67.5454,48.9527,0.0552525836444725
rotten,0.9542471617327359,84.9005,35.1073,0.0985267171789383
rotten,0.9678075901358911,18.8745,26.8212,0.11015916665249875
rotten,0.9765447733732909,19.1151,28.0275,0.1927182658508838
rotten,0.9609500519615184,52.5587,49.3399,0.03072302068174969
rotten,0.9739594642636528,26.3853,27.086,0.035607077944510235
rotten,0.9813699829815192,24.3669,25.9546,0.03653324513006016
rotten,0.9676974422164474,24.2734,31.384,0.03189369843396275
rotten,0.9562996107114511,53.7955,45.5097,0.03400094116004419
rotten,0.9688810885366735,27.3017,32.7097,0.03719674716589181
rotten,0.9710647629937617,17.8321,29.4481,0.14748927417154573
rotten,0.9671115050202209,26.0543,29.3215,0.036189970982829715
rotten,0.9776218325544815,83.041,51.6154,0.03172680254609156
rotten,0.9566164084954802,24.1303,29.6531,0.11615790114022147
rotten,0.9687651420283496,27.2678,31.6906,0.03525033332823227
rotten,0.9608405614543559,18.715,34.2698,0.03047720459317468
rotten,0.9735236593894818,24.8401,25.6793,0.03753473058006716
rotten,0.763664089733963,115.5621,97.8148,0.039736104485520576
rotten,0.999185645873212,11.8042,4.5448,0.23462739394407892
rotten,0.9789612304777697,25.3546,25.0049,0.03565893996946191
rotten,0.8555048375866,63.8713,84.3881,0.03243390201301114
rotten,0.9727834918842032,78.6055,59.3752,0.037232969257403326
rotten,0.963992784959424,65.3245,58.4836,0.035143989525279855
rotten,0.9639822303469433,27.6841,32.8653,0.03407383159798432
rotten,0.9759462696980157,27.4158,26.738,0.03644719467578157
rotten,0.9628070164403715,22.2801,33.8686,0.03446522885115416
rotten,0.967205492510575,9.8435,50.1941,0.1548666910449218
rotten,0.9973237277902358,85.1615,37.4586,0.03349582063146992
rotten,0.961374273966205,21.7558,37.075,0.03538875527267845
rotten,0.993794926293271,8.9773,10.7271,0.2310931413723029
