ripe,rotten,unripe
34.73866589662143,34.68091250360958,30.580421599768986
29.971691436659594,28.308563340410476,41.71974522292994
29.52915497349548,35.360149672591206,35.110695353913314
38.67367038739331,29.94090610636901,31.385423506237686
30.702060775410413,37.79252532308767,31.50541390150192
40.07220216606498,28.30324909747293,31.624548736462092
